node,lon,lat,r,theta,degree,x_poincare,y_poincare
六安市,116.321175029297,31.7553547086246,4.799918299958294,5.959535275298225,17,0.9326021092852611,-0.31283690439134026
长治市,112.956768456342,36.8808622599192,4.888461805469018,1.3107084309372423,10,0.25332000491980766,0.9519169407992538
乌鲁木齐市,87.732167037587,44.4858411986968,4.229912157804828,2.7063695569142503,59,-0.8807607858461882,0.40951672789350907
金华市,120.052343666472,29.3020475560798,3.929526239966879,5.832162297735693,79,0.8653080588324846,-0.41908375841148743
钦州市,108.539351884181,22.1711493926006,4.9009802940980345,4.410260738636719,9,-0.2931582544796615,-0.9406056253904665
广州市,113.401812373461,22.9757644014348,2.6660538511543423,4.8503849617824795,147,0.11967406677332197,-0.8617167883693588
沈阳市,123.414011016401,41.5808132706284,4.037204429780976,0.6318724107506792,72,0.7789377064814845,0.5701718488018326
武威市,102.76135168049,37.9116071790212,4.799918299958294,2.67010923406621,17,-0.8763503129206882,0.44679273946236664
呼伦贝尔市,123.160566823549,48.6272541954322,4.8126671093981095,0.9433247104103648,16,0.5776350541147296,0.7964640731704142
齐齐哈尔市,124.179651542743,47.4920814297929,4.735659467089594,0.8638335401864241,22,0.6382252944261143,0.7471077945127941
大兴安岭地区,124.131997589429,50.3753233753956,4.950737714883371,0.9547326498044697,5,0.5697045381179823,0.8046866396129292
河池市,108.278323541445,25.0999133180206,4.85071250072666,4.284241385027102,13,-0.40874089650343853,-0.8956135085705593
凉山彝族自治州,102.2522838957,26.586490471117,4.863328159225298,3.739468372049574,12,-0.8138616012214827,-0.5542583001632567
昭通市,104.232704482533,27.627675286119,4.7871355387816905,3.7660871162107337,18,-0.7978448301909863,-0.5750195597589087
大理白族自治州,100.209927546972,25.7455905405457,4.7871355387816905,3.7068488197203733,18,-0.8304886110243512,-0.526775601301595
济南市,116.973349098806,36.7717371299679,4.244373438135828,0.619424387372236,58,0.7911838105672496,0.5641460054578633
揭阳市,116.215069132908,23.0288795008229,4.863328159225298,5.106512812067507,12,0.37811223325606785,-0.9091777099691607
南充市,105.846520894999,31.0602861713207,4.774318553161155,3.478903308915685,19,-0.9278455311870278,-0.32540831074405074
十堰市,110.061381290191,32.2345652410788,4.8126671093981095,3.6124948032943323,16,-0.8767926975291893,-0.4463763447505045
博尔塔拉蒙古自治州,81.7685158593247,44.8123555007003,4.938345360741873,2.7749679795160738,6,-0.9202574435553309,0.3533651660725854
茂名市,111.1801427125,21.6605180219538,4.92592183071889,4.643228481896633,7,-0.06810973961388765,-0.9832362817720396
白城市,122.446532332927,45.4666803849073,4.888461805469018,0.863970236523075,10,0.6397124574075923,0.7490559784894057
三门峡市,111.267566613766,34.7673107509744,4.888461805469018,2.000364999295268,10,-0.410250946646136,0.895550695298223
佛山市,113.029655717722,23.0725821756754,3.9139018192821844,4.815520784742254,80,0.09891929124955524,-0.9557510944092109
湖州市,120.080766029681,30.8050366636352,4.604452235842703,5.994414357305105,32,0.9395990319878904,-0.2791311751097704
铁岭市,124.271148443806,42.4595837691923,4.938345360741873,0.6450591066362366,6,0.787692821285519,0.5926893978364708
本溪市,123.708851717051,41.4220935466795,4.875911176787532,0.6107612117611634,11,0.8068081987271792,0.5648081125788587
吉安市,115.581713551361,27.0922601543394,4.799918299958294,5.24434135211631,17,0.4989358377514459,-0.847747988968265
马鞍山市,118.042046284631,31.6579668353199,4.709710452779407,6.0323032847943345,24,0.9513988148255862,-0.24382607035570839
淮安市,119.131170323586,33.02136780725,4.863328159225298,6.2566051720483395,12,0.9843211486959171,-0.02616955239602777
崇左市,106.827338122725,22.0908197077374,4.950737714883371,4.278474641682871,5,-0.4145157300410641,-0.8945728356440829
石嘴山市,106.325619793124,39.0801831972476,4.799918299958294,2.3376230989035403,17,-0.6825254660797703,0.7083590975946216
德州市,116.423796813208,37.1409029671482,4.838063945949664,0.7240762545063388,14,0.7373354756792849,0.6520299800443219
滁州市,117.650193535873,32.4696876881878,4.7871355387816905,6.153093712148383,18,0.9751549685683119,-0.12757999233558423
铜川市,109.19180120789,35.3783457119047,4.9009802940980345,2.4809881300546976,9,-0.7779597574554853,0.604532315484917
昌吉回族自治州,88.295590449325,44.4124928556602,4.774318553161155,2.699841361558237,19,-0.8888656315495705,0.42036387510705253
陇南市,104.77533842555,32.9430218332888,4.888461805469018,3.178836208911299,10,-0.9843635506076066,-0.03667815846477752
宜春市,115.812013986359,28.110059406192,4.735659467089594,5.356599303542143,22,0.590116991238663,-0.7856611990664293
绍兴市,120.747794438838,29.5857352381157,4.287464628562721,5.891057903764029,55,0.899048633424159,-0.3717961303820248
抚州市,116.23956553038,27.3894155329594,4.74858079933817,5.343993027560336,21,0.5802968690766143,-0.7932164998992364
德阳市,104.796102597623,30.8831452585779,4.7871355387816905,3.4550032329933744,18,-0.9355582887678043,-0.3032071164825635
鸡西市,130.533570309935,45.2017310744027,4.863328159225298,0.5737416966904041,12,0.826999778866595,0.5344570469151484
阳江市,111.886668826038,21.7961144793194,4.9009802940980345,4.704187887614602,9,-0.008079882677050119,-0.9851981629000724
烟台市,121.563647404526,37.2665915776136,4.591125283909057,0.4002946451085645,33,0.9024543069259844,0.38186503538295324
张家口市,115.043605447219,40.5256104338367,4.85071250072666,1.1741702395070552,13,0.3803114361451005,0.9080505981198146
娄底市,111.231109615235,27.8696439621215,4.735659467089594,4.573050285000651,22,-0.13647151104570424,-0.9730761068590544
宝鸡市,107.09731724932,34.430091438645,4.761467066719141,2.8970256564936605,20,-0.9537859477334429,0.23802934848525376
桂林市,110.408023884718,25.3762892808484,4.735659467089594,4.514352091304758,22,-0.19332148951041392,-0.9633942000866242
珠海市,113.577254649,22.2295007459546,4.523901664991162,4.856793627504111,38,0.140815066708387,-0.9683546516478506
黔西南布依族苗族自治州,104.848001186209,24.9991811312859,4.875911176787532,3.997258993678442,11,-0.6457875149430444,-0.7435765993574402
朝阳市,119.25739547105,40.9715859055059,4.888461805469018,0.8175071760827546,10,0.6738129830682245,0.7185352816124494
咸宁市,114.056481549549,29.4582574449846,4.875911176787532,5.217666755257414,11,0.4767216182827753,-0.8617912579216269
晋中市,112.257631934335,37.1402977430314,4.7871355387816905,1.5003213165024496,18,0.06925236301321852,0.9810239433290598
北海市,109.140995764925,21.4034477304134,4.838063945949664,4.476414440237568,14,-0.23011539051425903,-0.9570024062771558
襄阳市,111.954417898588,32.1176494963354,4.709710452779407,4.68874124524697,24,-0.023223364965238382,-0.9818714441088142
济宁市,116.563962832927,35.3731994462364,4.761467066719141,0.44068042342639213,20,0.8891210283098983,0.41932016628257396
丽江市,100.770854973301,27.2625303726728,4.7871355387816905,3.6295049942019153,18,-0.8687080609481596,-0.461031638840006
漯河市,113.950034210897,33.8390299548419,4.7871355387816905,0.308425699549848,18,0.9370581097220013,0.29853972293824266
恩施土家族苗族自治州,109.506402430809,30.3068458545447,4.7871355387816905,4.006907464880266,18,-0.6376793321439415,-0.748711517558178
鹤岗市,130.311887420063,47.385636102045,4.913466888333033,0.6581900091225634,8,0.7795610634107919,0.602763442682524
和田地区,81.10885651944,37.0761946870045,4.975429826737014,3.0170532642417065,3,-0.9786448409474504,0.12251388600698185
蚌埠市,117.341479747192,33.2827496286145,4.82538223620577,0.013292098366858518,15,0.98399382265716,0.013080113023142442
扬州市,119.383460480733,32.44320996748,4.722702782160598,6.1797791192084475,23,0.977126971911104,-0.10140266070321186
泉州市,118.548948286324,24.7261011969087,3.7212953679715177,5.371145665276136,92,0.5832038847471769,-0.7533818242009659
信阳市,115.313248267798,32.4414184508359,4.683617673316634,6.056124068996985,26,0.9564808180734041,-0.22099069509649744
池州市,117.499152762321,30.5096506870076,4.863328159225298,5.827921815550747,12,0.8843757061898273,-0.4329579420034961
